"CNPJ ENTIDADE";"NOME ENTIDADE";"NÚMERO CONVÊNIO";"ÓRGÃO CONCEDENTE";"MOTIVO DO IMPEDIMENTO"
"04049032000132";"S R MULHER - SOCORRO E READAPTACAO DA MULHER";"592865";"";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"04679772000152";"CENTRAL DE MOVIMENTOS POPULARES DE RONDONIA";"521977";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"07877116000152";"ASSOCIACAO POTIGUAR PELA LIVRE ORIENTACAO SEXUAL";"601266";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"04371114000107";"GRUPO QUADRILHA JUNINA GALERA DOS MATUTOS";"502219";"MINISTERIO DO ESPORTE - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"04953646000144";"CONSELHO DAS ORGANIZACOES INDIGENAS DO POVO JAVAE DA ILHA DO BANANAL";"509670";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"91991109000193";"UNIAO DAS ASSOCIACOES COMUNITARIAS DO INT DE CANGUCU";"586541";"PRESIDENCIA DA REPUBLICA";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"05902722000155";"GRUPO CULTURA REGIONAL IACA";"557098";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"04353403000175";"FUNDACAO DE EMPREENDEDORES DA AMAZONIA";"417225";"MINISTERIO DA EDUCACAO - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"01131133000160";"APAE ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS";"405510";"MINISTERIO DA EDUCACAO - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"01131133000160";"APAE ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS";"463653";"MINISTERIO DA EDUCACAO - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"08505600000113";"ASSOCIACAO AMIGOS DE TEODORO SAMPAIO";"594391";"PRESIDENCIA DA REPUBLICA";"UTILIZOU OS RECURSOS EM DESACORDO C/PROG TRAB"
"04254209000132";"ASSOCIACAO CAICARA DE PROMOCAO HUMANA";"704012";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA"
"01872322000193";"COOPERATIVA MISTA DOS PRODUTORES RURAIS DE MANACAPURU LTDA";"332333";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"91991109000193";"UNIAO DAS ASSOCIACOES COMUNITARIAS DO INT DE CANGUCU";"524476";"PRESIDENCIA DA REPUBLICA";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"00117144000122";"ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS S A GRAMA";"466007";"MINISTERIO DA EDUCACAO - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"53826913000128";"CONSELHO NACIONAL DE CINECLUBES";"";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"51109635000162";"FLORA TIETE ASSOCIACAO DE RECUPERACAO FLORESTAL";"118784";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"94438447000190";"ASSOCIACAO DOS SINDICATOS DOS TRAB RURAIS FRONTEIRICOS";"517040";"MINISTERIO DO DESENVOLVIMENTO SOCIAL - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"04049032000132";"S R MULHER - SOCORRO E READAPTACAO DA MULHER";"516894";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"04049032000132";"S R MULHER - SOCORRO E READAPTACAO DA MULHER";"516894";"";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"07330292000170";"ASSOCIACAO COMUNITARIA DAS LOUCEIRAS NEGRAS DA SERRA DO TALHADO";"538577";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"28483451000146";"CENTRO DE EDUCACAO E COMUNICACAO POPULAR D JOAO BATISTA";"517438";"PRESIDENCIA DA REPUBLICA";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"94438447000190";"ASSOCIACAO DOS SINDICATOS DOS TRAB RURAIS FRONTEIRICOS";"535105";"PRESIDENCIA DA REPUBLICA";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"91991109000193";"UNIAO DAS ASSOCIACOES COMUNITARIAS DO INT DE CANGUCU";"617699";"PRESIDENCIA DA REPUBLICA";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"08505600000113";"ASSOCIACAO AMIGOS DE TEODORO SAMPAIO";"590962";"PRESIDENCIA DA REPUBLICA";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"07877116000152";"ASSOCIACAO POTIGUAR PELA LIVRE ORIENTACAO SEXUAL";"611163";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"ATRASO NA ENTREGA DA PRESTACAO DE CONTAS"
"07877116000152";"ASSOCIACAO POTIGUAR PELA LIVRE ORIENTACAO SEXUAL";"617339";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"ATRASO NA ENTREGA DA PRESTACAO DE CONTAS"
"01867129000164";"FUNDACAO ATAPESP DE TECNOLOGIA AVANCADA DE ESTIVAGEM";"469147";"PRESIDENCIA DA REPUBLICA";"ATRASO NA ENTREGA DA PRESTACAO DE CONTAS"
"02429574000105";"HOLOS - COOPERATIVA DE PROFISSIONAIS EM DESENVOLVIMENTO HUMANO E SERVICOS TECNICOS LTDA";"526079";"PRESIDENCIA DA REPUBLICA";"NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO"
"07096077000156";"INSTITUTO DEUS E TUDO";"717793";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"07611938000197";"ASSOCIACAO BRASILEIRA DO BEM ESTAR SOCIAL, TURISMO, INCLUSAO SOCIAL, CULTURAL E MEIO AMBIENTE";"749729";"";"MOTIVO NÃO ESPECIFICADO"
"07096077000156";"INSTITUTO DEUS E TUDO";"736830";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"14483762000109";"ASSOCIACAO BRASILEIRA DE CARIDADE";"773596";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"07096077000156";"INSTITUTO DEUS E TUDO";"732937";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"16456907000108";"ASSOCIACAO DE CARIDADE DO JENIPAPO";"716838";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"07675908000144";"ASSOCIACAO ESPORTE ABRACA CAMPINAS";"750956";"MINISTERIO DO ESPORTE - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"07611938000197";"ASSOCIACAO BRASILEIRA DO BEM ESTAR SOCIAL, TURISMO, INCLUSAO SOCIAL, CULTURAL E MEIO AMBIENTE";"749729";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"00829563000197";"FUNDACAO OSCAR RUDGE";"704578";"";"MOTIVO NÃO ESPECIFICADO"
"03672303000149";"INSTITUTO BRASILEIRO DE DESENVOLVIMENTO ECONOMICO E SOCIAL - IBRADEC";"703174";"PRESIDENCIA DA REPUBLICA";"MOTIVO NÃO ESPECIFICADO"
"16456907000108";"ASSOCIACAO DE CARIDADE DO JENIPAPO";"748234";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"16456907000108";"ASSOCIACAO DE CARIDADE DO JENIPAPO";"748567";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"00829563000197";"FUNDACAO OSCAR RUDGE";"704578";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"01236254000176";"FUNDACAO PRO - CORACAO";"668054";"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"01081476000167";"ASSOCIACAO MUSICAL 10 DE AGOSTO";"527824";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"DESCUMPRIMENTO DE PRECEITOS DA LEI NR.8666/93"
"02429574000105";"HOLOS - COOPERATIVA DE PROFISSIONAIS EM DESENVOLVIMENTO HUMANO E SERVICOS TECNICOS LTDA";"559493";"PRESIDENCIA DA REPUBLICA";"TEVE A PRESTACAO DE CONTAS IMPUGNADA"
"37159720000104";"FUNDACAO APOIO DESENVOLVIMENTO CIENTIF TECNOLOG SAUDE";"581559";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"TEVE A PRESTACAO DE CONTAS IMPUGNADA"
"23062243000150";"CENTRO DE ESTUDO PESQ FORM DOS TRAB DO BAIXO AMAZONAS";"615305";"PRESIDENCIA DA REPUBLICA";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"04421580000141";"ASSOCIACAO GLS GRUPO VIDA ATIVA";"577439";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"36353340000143";"COOPERATIVA CENTRAL DOS ASSENTAMENTOS DO ESPIRITO SANTO - CCA - ES";"609108";"PRESIDENCIA DA REPUBLICA";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"05899681000195";"ASSOCIACAO INTEGRADORA AGROECOLOGICA DA REGIAO CELEIRO - ASCOOPERAR";"620611";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"02429574000105";"HOLOS - COOPERATIVA DE PROFISSIONAIS EM DESENVOLVIMENTO HUMANO E SERVICOS TECNICOS LTDA";"533991";"PRESIDENCIA DA REPUBLICA";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"04570469000117";"INSTITUTO BRASILEIRO DE DESENVOLVIMENTO SOCIAL";"516990";"MINISTERIO DO TRABALHO - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"02931841000148";"ASSOCIACAO DE MULHERES TRABALHADORAS RURAIS DO PARANA";"576278";"PRESIDENCIA DA REPUBLICA";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"04570469000117";"INSTITUTO BRASILEIRO DE DESENVOLVIMENTO SOCIAL";"516990";"";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"04421580000141";"ASSOCIACAO GLS GRUPO VIDA ATIVA";"577439";"";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"02429574000105";"HOLOS - COOPERATIVA DE PROFISSIONAIS EM DESENVOLVIMENTO HUMANO E SERVICOS TECNICOS LTDA";"533995";"PRESIDENCIA DA REPUBLICA";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"03197372000148";"ASSOCIACAO CIVIL ALTERNATIVA TERRAZUL";"560146";"MINISTERIO DA EDUCACAO - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"02258368000180";"ASSOCIACAO DE TURISMO DE ARRAIAL DO CABO";"564958";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"63691695000115";"FORCA SINDICAL DO ESTADO DO AMAZONAS";"472641";"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"05400418000100";"ORGANIZACAO NAO GOVERNAMENTAL AGUAS VIVAS: HOMEM - MEIO AMBIENTE - VIDA";"541226";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"03842727000104";"ASSOCIACAO DE APOIO A PRODUCAO E AO PEQUENO EMPREENDIMENTO- PRODUTEC";"432855";"MINISTERIO DO MEIO AMBIENTE - UNIDADES COM VÍNCULO DIRETO";"ATRASO NA DEVOLUCAO DE RECURSOS"
"37159720000104";"FUNDACAO APOIO DESENVOLVIMENTO CIENTIF TECNOLOG SAUDE";"574018";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"37159720000104";"FUNDACAO APOIO DESENVOLVIMENTO CIENTIF TECNOLOG SAUDE";"586845";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"73686370000106";"INSTITUICAO ADV DE EDUC E ASSIST SOCIAL ESTE BRASILEIRA";"519013";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"01657219000120";"ASSOCIACAO WARA";"448165";"MINISTERIO DO MEIO AMBIENTE - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"37159720000104";"FUNDACAO APOIO DESENVOLVIMENTO CIENTIF TECNOLOG SAUDE";"581556";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"04570469000117";"INSTITUTO BRASILEIRO DE DESENVOLVIMENTO SOCIAL";"467102";"PRESIDENCIA DA REPUBLICA";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"37159720000104";"FUNDACAO APOIO DESENVOLVIMENTO CIENTIF TECNOLOG SAUDE";"533793";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"03550100000180";"ASSOC DE PAIS E AMIGOS DOS EXCEP APAE DE CACERES MT";"426599";"MINISTERIO DA EDUCACAO - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"37159720000104";"FUNDACAO APOIO DESENVOLVIMENTO CIENTIF TECNOLOG SAUDE";"581558";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"02181896000188";"ORGANIZACAO SOCIAL CIVIL PARA O DESENVOLVIMENTO ECONOMICO-SOCIAL";"519104";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"37159720000104";"FUNDACAO APOIO DESENVOLVIMENTO CIENTIF TECNOLOG SAUDE";"581557";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"02181896000188";"ORGANIZACAO SOCIAL CIVIL PARA O DESENVOLVIMENTO ECONOMICO-SOCIAL";"507350";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"05828940000197";"INSTITUTO ANTROPOS DE EDUCACAO E DESENVOLVIMENTO SOCIAL";"510131";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"16456907000108";"ASSOCIACAO DE CARIDADE DO JENIPAPO";"632493";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"00204293000129";"FUNDACAO ISRAEL PINHEIRO";"650416";"MINISTERIO DA INTEGRACAO NACIONAL - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"34236299000108";"COLONIA DE PESCA Z 01";"556199";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"00766229000131";"INSTITUTO PELO DESENVOLVIMENTO SAN EM MEIO TROPICAL";"376906";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"37159720000104";"FUNDACAO APOIO DESENVOLVIMENTO CIENTIF TECNOLOG SAUDE";"586846";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"37159720000104";"FUNDACAO APOIO DESENVOLVIMENTO CIENTIF TECNOLOG SAUDE";"546723";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"37159720000104";"FUNDACAO APOIO DESENVOLVIMENTO CIENTIF TECNOLOG SAUDE";"406330";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"45889623000103";"ASSOCIACAO BENEF.SAO JOSE E SANTA CASA DE MISERICORDIA SAO JOSE";"342505";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"ATRASO NA ENTREGA DA PRESTACAO DE CONTAS"
"02181896000188";"ORGANIZACAO SOCIAL CIVIL PARA O DESENVOLVIMENTO ECONOMICO-SOCIAL";"512965";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO - UNIDADES COM VÍNCULO DIRETO";"ATRASO NA ENTREGA DA PRESTACAO DE CONTAS"
"01181817000176";"SINDICATO RURAL DE PIRES DO RIO";"";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO - UNIDADES COM VÍNCULO DIRETO";"ATRASO NA ENTREGA DA PRESTACAO DE CONTAS"
"02488347000150";"ASSOCIACAO ESTADUAL DE COOPERACAO AGRICOLA DO ESTADO DO RN";"521500";"MINISTERIO DO MEIO AMBIENTE - UNIDADES COM VÍNCULO DIRETO";"NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO"
"07650726000119";"PULSAR - ORGANIZACAO SOCIAL";"647466";"PRESIDENCIA DA REPUBLICA";"NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO"
"07093505000197";"AGENCIA DE TECNOLOGIA, PESQUISA E ENSINO DO NORDESTE";"702046";"";"MOTIVO NÃO ESPECIFICADO"
"04903674000157";"IGES - INSTITUTO DE GESTAO SOCIAL DO TERCEIRO SETOR";"756251";"";"MOTIVO NÃO ESPECIFICADO"
"03922221000105";"INSTITUTO XOPOTO DE DESENVOLVIMENTO SOCIAL, ECONOMICO E AMBIENTAL";"748267";"MINISTERIO DO ESPORTE - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"05780545000181";"CIEC - CENTRO DE INTEGRACAO ESPORTE E CULTURA";"718171";"MINISTERIO DO ESPORTE - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"01461899000102";"INSTITUTO POLO INTERNACIONAL IGUASSU";"750282";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"07650726000119";"PULSAR - ORGANIZACAO SOCIAL";"717771";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"05780545000181";"CIEC - CENTRO DE INTEGRACAO ESPORTE E CULTURA";"750247";"MINISTERIO DO ESPORTE - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"07093505000197";"AGENCIA DE TECNOLOGIA, PESQUISA E ENSINO DO NORDESTE";"729783";"";"MOTIVO NÃO ESPECIFICADO"
"07093505000197";"AGENCIA DE TECNOLOGIA, PESQUISA E ENSINO DO NORDESTE";"723773";"";"MOTIVO NÃO ESPECIFICADO"
"07692996000192";"ASSOCIACAO CULTURAL DE CAPACITACAO E INCLUSAO SOCIAL - ASCAPIS";"701848";"MINISTERIO DO ESPORTE - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"04903674000157";"IGES - INSTITUTO DE GESTAO SOCIAL DO TERCEIRO SETOR";"756251";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"07093505000197";"AGENCIA DE TECNOLOGIA, PESQUISA E ENSINO DO NORDESTE";"723773";"MINISTERIO DO TRABALHO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"06018530000143";"ONG PRA FRENTE BRASIL";"737331";"MINISTERIO DO ESPORTE - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"07650726000119";"PULSAR - ORGANIZACAO SOCIAL";"717771";"";"MOTIVO NÃO ESPECIFICADO"
"07093505000197";"AGENCIA DE TECNOLOGIA, PESQUISA E ENSINO DO NORDESTE";"729783";"MINISTERIO DO TRABALHO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"07692996000192";"ASSOCIACAO CULTURAL DE CAPACITACAO E INCLUSAO SOCIAL - ASCAPIS";"703249";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"07093505000197";"AGENCIA DE TECNOLOGIA, PESQUISA E ENSINO DO NORDESTE";"722974";"MINISTERIO DO TRABALHO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"07093505000197";"AGENCIA DE TECNOLOGIA, PESQUISA E ENSINO DO NORDESTE";"702046";"MINISTERIO DO TRABALHO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"07093505000197";"AGENCIA DE TECNOLOGIA, PESQUISA E ENSINO DO NORDESTE";"722974";"";"MOTIVO NÃO ESPECIFICADO"
"01461899000102";"INSTITUTO POLO INTERNACIONAL IGUASSU";"703573";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"41228255000193";"MOVIMENTO TORTURA NUNCA MAIS - MTNM/PE";"526722";"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"06018530000143";"ONG PRA FRENTE BRASIL";"717917";"MINISTERIO DO ESPORTE - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"00636718000179";"ABC-ASSOCIACAO BENEFICIENTE CRISTA";"507302";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSCRICAO POR DECISAO DO T.C.U."
"04521261000108";"ASSOCIACAO QUILOMBOLA DE CONCEICAO DAS CRIOULAS- AQCC";"534688";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"TEVE A PRESTACAO DE CONTAS IMPUGNADA"
"12860466000146";"CENTRO DE FORMACAO DO EDUCADOR POPULAR M DA CONCEICAO";"509858";"";"TEVE A PRESTACAO DE CONTAS IMPUGNADA"
"12860466000146";"CENTRO DE FORMACAO DO EDUCADOR POPULAR M DA CONCEICAO";"509858";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"TEVE A PRESTACAO DE CONTAS IMPUGNADA"
"04521261000108";"ASSOCIACAO QUILOMBOLA DE CONCEICAO DAS CRIOULAS- AQCC";"534688";"";"TEVE A PRESTACAO DE CONTAS IMPUGNADA"
"02307795000100";"ASSOCIACAO GOIANA DE GAYS, LESBICAS E TRAVESTIS";"571437";"";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"02307795000100";"ASSOCIACAO GOIANA DE GAYS, LESBICAS E TRAVESTIS";"576934";"";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"03609670000106";"INSTITUTO ECO MILLENNIUM";"601056";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"03609670000106";"INSTITUTO ECO MILLENNIUM";"601056";"";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"04521261000108";"ASSOCIACAO QUILOMBOLA DE CONCEICAO DAS CRIOULAS- AQCC";"577814";"";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"02307795000100";"ASSOCIACAO GOIANA DE GAYS, LESBICAS E TRAVESTIS";"576934";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"12860466000146";"CENTRO DE FORMACAO DO EDUCADOR POPULAR M DA CONCEICAO";"577946";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"12860466000146";"CENTRO DE FORMACAO DO EDUCADOR POPULAR M DA CONCEICAO";"625146";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"01051550000100";"ASSOCIACAO DE DESENV COMUNITARIO RE DO LARANJAL";"356946";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"02307795000100";"ASSOCIACAO GOIANA DE GAYS, LESBICAS E TRAVESTIS";"571437";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"03430408000191";"SDC -SOCIEDADE NA DEFESA DA CIDADANIA";"448204";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"04521261000108";"ASSOCIACAO QUILOMBOLA DE CONCEICAO DAS CRIOULAS- AQCC";"577814";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"03609670000106";"INSTITUTO ECO MILLENNIUM";"579262";"";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"03430408000191";"SDC -SOCIEDADE NA DEFESA DA CIDADANIA";"473290";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
